frequency_mhz,distance_m,tx_power_dbm,tx_gain_dbi,rx_gain_dbi,tx_height_m,rx_height_m,obstacle_count,humidity_pct,environment,weather_condition,received_power_dbm,signal_level
2082.28,31.27,22.73,13.86,0.26,23.02,1.46,6.0,55.5,Urban,Rain,-79.72,Good
845.76,294.73,44.72,13.35,1.13,43.05,1.41,1.0,66.0,Suburban,Rain,-46.24,Excellent
1791.42,35.83,24.57,8.44,2.25,45.67,2.44,6.0,59.3,Urban,Fog,-75.0,Good
2624.76,2213.72,23.25,7.77,2.87,32.67,2.47,2.0,77.3,Rural,Rain,-84.91,Good
875.19,66.27,45.96,6.51,2.43,42.76,1.8,5.0,57.4,Suburban,Clear,-38.12,Excellent
2609.05,211.35,37.43,2.99,4.59,34.99,2.32,13.0,58.2,Dense Urban,Clear,-133.46,Poor
826.64,268.62,30.37,10.22,1.71,41.56,2.03,3.0,43.1,Suburban,Fog,-68.87,Excellent
848.93,67.66,23.3,11.86,4.34,34.73,1.26,1.0,63.2,Suburban,Clear,-48.22,Excellent
2384.72,983.95,44.69,15.85,2.39,37.72,2.2,4.0,44.4,Indoor,Rain,-137.62,Poor
3523.09,737.71,20.56,10.67,3.41,11.5,1.68,1.0,48.5,Suburban,Clear,-101.48,Poor
828.3,1130.85,37.69,4.43,2.7,13.85,1.95,3.0,,Urban,Clear,-112.33,Poor
873.26,431.88,22.99,6.93,0.54,26.54,2.36,0.0,89.1,Rural,Clear,-55.49,Excellent
5812.27,174.59,25.04,14.56,2.11,41.58,1.88,2.0,48.3,Suburban,Clear,-77.34,Good
5797.2,162.78,21.87,11.89,3.38,12.55,1.96,1.0,62.9,Suburban,Clear,-82.05,Good
2420.3,858.83,24.26,14.34,1.38,10.55,2.25,5.0,39.8,Suburban,Clear,-104.44,Poor
2074.48,104.14,29.11,8.62,1.65,18.72,2.25,0.0,42.0,Rural,Clear,-41.65,Excellent
1818.06,151.41,41.88,3.08,3.51,44.41,2.02,4.0,10.0,Urban,Rain,-82.26,Good
2572.24,27.65,41.89,16.27,3.67,45.49,1.25,5.0,66.3,Suburban,Clear,-31.63,Excellent
2371.68,682.81,35.29,7.59,2.68,21.78,2.34,0.0,45.9,Rural,Rain,-55.99,Excellent
897.68,16.13,47.42,3.33,3.68,37.27,2.01,2.0,88.3,Rural,Storm,-8.53,Excellent
683.28,4713.71,32.2,11.39,4.21,38.14,1.91,9.0,40.3,Dense Urban,Rain,-166.16,Poor
855.62,24.43,30.65,13.9,2.54,10.04,2.3,5.0,54.7,Dense Urban,Clear,-69.05,Excellent
5771.55,108.06,38.21,9.65,3.48,24.97,1.69,4.0,69.7,Indoor,Clear,-112.64,Poor
2072.12,43.83,23.44,11.82,0.06,16.0,1.33,1.0,98.0,Rural,Rain,-42.93,Excellent
2113.63,60.88,30.85,8.68,0.15,23.85,1.53,4.0,37.7,Urban,Storm,-83.17,Good
2082.61,74.18,42.82,15.02,3.01,20.61,2.39,2.0,45.5,Rural,Rain,-24.83,Excellent
3509.39,868.5,30.47,14.54,3.18,13.05,2.23,4.0,58.2,Urban,Clear,-118.05,Poor
715.0,29.99,45.36,13.52,1.47,49.44,1.84,6.0,48.6,Urban,Clear,-38.34,Excellent
673.56,51.54,42.94,2.32,3.09,30.05,2.27,9.0,68.9,Urban,Clear,-71.2,Good
916.19,18.76,23.34,10.26,0.51,15.8,2.33,4.0,58.3,Suburban,Clear,-46.92,Excellent
2086.11,78.45,28.93,14.57,3.85,19.38,2.24,5.0,80.1,Suburban,Rain,-62.87,Excellent
2593.37,3470.43,28.39,5.92,1.77,11.47,2.5,7.0,49.9,Urban,Clear,-157.86,Poor
2075.2,106.15,44.88,6.15,2.86,22.0,2.45,3.0,72.1,Indoor,Clear,-99.22,Fair
2120.32,1253.18,27.83,16.47,4.9,12.58,1.93,2.0,54.4,Suburban,Rain,-91.74,Fair
5803.64,176.25,28.27,15.47,2.58,19.9,2.07,4.0,66.4,Urban,Fog,-100.6,Poor
850.28,163.48,41.47,17.81,2.63,27.41,2.49,6.0,59.6,Indoor,Clear,-99.46,Fair
2428.11,1674.45,43.85,9.96,0.52,36.87,2.38,1.0,53.7,Suburban,Clear,-81.95,Good
2390.07,11.81,37.79,3.99,0.22,43.3,1.83,4.0,40.3,Suburban,Clear,-36.74,Excellent
2123.45,2159.25,44.65,2.13,4.61,12.2,1.49,5.0,72.0,Suburban,Clear,-101.2,Poor
5013.18,203.97,17.21,13.3,4.33,19.86,1.42,5.0,34.1,Urban,Clear,-112.45,Poor
925.71,88.65,45.4,15.07,4.05,15.43,1.38,2.0,67.8,Suburban,Clear,-34.45,Excellent
5824.47,2802.34,21.33,8.85,4.97,23.92,1.23,8.0,67.3,Dense Urban,Clear,-184.74,Poor
1829.46,82.66,45.19,8.81,0.48,17.05,2.18,8.0,98.0,Urban,Clear,-76.77,Good
2377.9,4352.87,37.2,15.44,3.83,19.41,1.89,9.0,72.0,Urban,Storm,-153.17,Poor
2417.76,3366.65,34.79,4.98,0.56,46.7,1.79,6.0,17.6,Urban,Clear,-149.99,Poor
5018.27,52.86,20.85,3.02,3.17,35.66,1.2,2.0,35.9,Rural,Rain,-61.13,Excellent
2108.66,83.04,37.13,17.45,3.59,44.66,1.82,3.0,54.6,Suburban,Rain,-45.46,Excellent
886.73,1556.02,19.64,10.68,3.47,31.74,1.22,5.0,46.8,Suburban,Clear,-105.96,Poor
727.91,33.72,39.36,14.36,1.32,42.79,2.1,13.0,62.1,Dense Urban,Clear,-75.2,Good
1782.27,945.18,28.54,17.28,4.42,23.99,2.48,0.0,29.9,Rural,Clear,-47.25,Excellent
4999.97,22.31,24.55,14.97,2.83,19.78,2.36,2.0,19.2,Suburban,Rain,-53.33,Excellent
701.29,35.89,29.39,9.48,4.57,31.95,1.45,3.0,36.0,Urban,Fog,-56.53,Excellent
4979.71,224.31,22.97,12.37,2.22,47.69,2.03,8.0,97.9,Urban,Clear,-112.24,Poor
2413.35,1030.65,18.88,12.12,1.71,43.4,1.55,10.0,76.7,Dense Urban,Rain,-168.39,Poor
825.33,990.14,18.97,16.81,4.49,19.73,1.9,4.0,43.8,Suburban,Clear,-89.44,Fair
1811.59,440.01,29.35,4.26,4.08,48.19,1.8,2.0,58.5,Suburban,Fog,-81.72,Good
2420.92,54.25,40.15,13.13,0.43,31.0,1.53,6.0,35.2,Urban,Clear,-65.02,Excellent
1790.96,132.16,37.52,15.81,2.19,26.84,1.9,5.0,71.9,Suburban,Clear,-56.75,Excellent
862.57,46.19,20.17,7.75,0.38,21.53,2.08,4.0,33.9,Suburban,Fog,-62.65,Excellent
2579.41,55.93,27.75,13.33,4.35,35.08,2.09,8.0,47.2,Urban,Clear,-81.74,Good
2620.76,74.54,37.99,6.0,2.39,33.15,1.44,4.0,39.7,Suburban,Rain,-64.46,Excellent
877.12,413.31,25.19,3.41,1.31,43.0,1.23,0.0,50.2,Rural,Clear,-51.35,Excellent
879.16,36.33,,2.41,0.35,46.59,2.23,0.0,60.8,Rural,Fog,-40.12,Excellent
911.51,13.03,21.82,10.48,1.47,39.86,2.06,8.0,54.6,Urban,Fog,-60.62,Excellent
2600.35,739.46,21.67,2.83,1.82,17.4,1.79,1.0,74.8,Suburban,Clear,-105.98,Poor
,11.45,23.6,11.48,4.85,15.3,2.02,5.0,35.1,Dense Urban,Storm,-73.83,Good
3512.39,4169.84,36.8,8.01,4.95,31.44,2.35,5.0,10.0,Urban,Storm,-149.2,Poor
5799.32,88.19,44.22,2.11,2.31,16.14,1.67,8.0,58.4,Dense Urban,Clear,-108.96,Poor
3506.02,10.42,46.41,5.62,,34.68,1.78,2.0,87.4,Suburban,Rain,-23.28,Excellent
1783.85,2440.45,45.14,13.81,3.99,16.47,1.88,7.0,34.6,Urban,Clear,-121.9,Poor
842.71,415.77,29.97,8.06,3.85,19.29,2.09,4.0,66.6,Indoor,Clear,-135.58,Poor
2621.91,1607.38,46.64,13.61,1.34,13.35,1.84,5.0,45.9,Suburban,Clear,-90.28,Fair
5776.59,149.32,47.65,15.04,3.71,43.48,2.13,3.0,39.2,Indoor,Clear,-102.83,Poor
5805.85,90.35,26.33,14.75,4.96,33.58,1.56,0.0,39.2,Rural,Clear,-40.11,Excellent
881.06,586.59,21.7,12.73,4.2,23.86,1.36,0.0,65.0,Rural,Clear,-50.65,Excellent
920.79,124.68,29.24,13.95,2.71,25.87,1.28,13.0,82.0,Dense Urban,Clear,-117.57,Poor
704.74,317.1,30.75,11.12,0.0,15.39,1.31,6.0,78.8,Indoor,Clear,-133.07,Poor
844.18,56.21,45.5,9.44,1.88,43.92,1.23,9.0,72.2,Dense Urban,Rain,-79.38,Good
2384.99,79.03,19.54,2.99,3.27,22.2,,1.0,57.8,Rural,Clear,-54.29,Excellent
2396.21,16.67,36.32,17.6,0.69,12.85,2.19,0.0,42.1,Rural,Clear,-10.37,Excellent
1827.46,1284.99,22.92,15.44,2.03,24.37,1.9,8.0,73.7,Urban,Clear,-135.07,Poor
1800.55,87.41,27.82,12.75,3.55,19.72,1.54,5.0,81.7,Indoor,Clear,-109.2,Poor
4998.17,4280.49,23.3,12.31,4.46,26.3,2.15,8.0,46.5,Urban,Clear,-161.69,Poor
2114.78,50.24,36.94,11.23,3.51,44.41,2.49,3.0,46.1,Urban,Clear,-57.08,Excellent
4992.74,191.49,22.47,3.51,3.05,39.8,1.67,1.0,63.5,Suburban,Rain,-93.01,Fair
5795.65,66.78,45.5,7.11,1.13,19.75,1.7,4.0,34.7,Urban,Clear,-72.25,Good
1790.22,746.25,43.05,7.43,3.35,22.86,2.31,9.0,59.5,Dense Urban,Clear,-136.17,Poor
879.06,1519.69,47.42,14.7,4.19,27.32,1.7,10.0,15.2,Dense Urban,Clear,-133.26,Poor
5812.83,206.27,35.35,11.68,2.19,16.46,2.34,3.0,75.6,Urban,Fog,-99.98,Fair
2622.38,97.8,45.85,8.37,4.45,21.4,1.42,5.0,57.5,Suburban,Clear,-54.55,Excellent
924.34,1023.44,24.36,7.25,1.69,22.34,2.39,5.0,57.6,Suburban,Clear,-100.98,Poor
2622.85,32.86,19.68,15.66,3.16,17.56,1.38,4.0,65.6,Urban,Clear,-72.33,Good
2397.11,414.9,45.28,14.57,4.21,20.94,2.16,0.0,45.4,Rural,Clear,-31.75,Excellent
5787.04,955.06,38.67,15.01,4.44,26.99,1.61,7.0,74.2,Urban,Fog,-124.04,Poor
908.28,53.3,45.1,8.33,2.34,43.91,2.25,3.0,78.7,Urban,Rain,-50.23,Excellent
5827.28,588.45,25.34,9.67,2.3,37.2,1.42,7.0,70.0,Urban,Clear,-132.73,Poor
5813.62,964.61,28.99,11.17,4.73,12.68,2.02,4.0,70.2,Urban,Rain,-133.15,Poor
849.69,20.74,42.13,5.07,2.33,30.33,,2.0,98.0,Suburban,Clear,-23.73,Excellent
861.33,74.85,29.29,7.8,0.02,19.39,1.57,6.0,87.1,Urban,Clear,-80.44,Good
2416.35,124.91,21.08,9.86,2.42,10.05,1.83,1.0,42.6,Suburban,Rain,-79.8,Good
725.16,1242.47,21.2,12.73,3.02,32.62,2.45,4.0,58.6,Indoor,Clear,-157.13,Poor
915.79,340.16,28.29,9.19,3.72,17.96,2.19,0.0,21.2,Rural,Clear,-44.86,Excellent
2095.99,163.44,41.93,4.47,0.4,35.88,1.28,3.0,69.5,Indoor,Clear,-113.53,Poor
5786.42,72.5,28.59,8.8,2.88,20.43,2.47,5.0,44.0,Indoor,Clear,-123.31,Poor
5799.99,10.26,31.33,10.5,3.06,19.68,2.14,8.0,90.5,Urban,Rain,-72.54,Good
839.69,11.34,38.23,12.41,3.4,33.63,1.53,13.0,68.8,Dense Urban,Clear,-56.23,Excellent
5026.57,44.56,19.28,15.66,1.36,33.63,2.45,6.0,45.5,Urban,Fog,-89.57,Fair
700.48,20.65,36.71,5.72,3.83,43.95,1.84,3.0,56.8,Suburban,Clear,-26.55,Excellent
3498.32,21.03,19.19,10.96,3.95,17.93,1.91,1.0,76.8,Suburban,Clear,-54.56,Excellent
4990.89,423.42,45.31,8.68,0.69,49.48,1.52,9.0,71.0,Dense Urban,Clear,-130.19,Poor
5008.36,430.63,24.87,12.99,3.86,24.77,2.5,8.0,41.1,Urban,Clear,-129.0,Poor
901.2,13.21,22.23,15.99,3.08,48.8,1.6,4.0,83.2,Indoor,Rain,-60.35,Excellent
4977.74,400.88,28.36,9.63,2.18,16.22,2.03,8.0,10.6,Dense Urban,Rain,-148.02,Poor
872.15,24.75,32.06,15.51,3.9,48.11,1.96,0.0,27.3,Rural,Rain,-4.26,Excellent
2391.54,104.26,35.33,2.03,0.64,48.56,2.13,11.0,53.8,Dense Urban,Clear,-117.4,Poor
2095.95,4689.51,45.32,16.6,1.79,21.62,1.3,2.0,46.9,Rural,Clear,-57.37,Excellent
1782.34,256.38,50.0,14.62,4.46,18.13,1.85,7.0,60.7,Indoor,Fog,-110.04,Poor
703.2,12.37,45.84,4.14,0.72,34.12,1.5,1.0,32.2,Suburban,Clear,-11.34,Excellent
3512.12,86.76,24.87,12.8,4.64,15.49,1.36,2.0,40.4,Suburban,Rain,-69.21,Excellent
1822.87,646.75,34.5,10.23,3.15,21.8,1.88,1.0,33.4,Suburban,Rain,-76.49,Good
2573.1,40.38,20.43,17.53,0.03,49.32,1.79,6.0,31.9,Indoor,Clear,-98.81,Fair
2128.4,4008.85,41.8,6.87,0.78,40.6,1.79,6.0,53.1,Urban,Clear,-139.46,Poor
1812.23,140.56,21.23,11.74,0.26,41.84,1.69,2.0,33.8,Suburban,Rain,-74.14,Good
4987.06,11.4,46.0,10.37,3.86,44.94,1.61,1.0,45.4,Suburban,Clear,-18.83,Excellent
682.27,287.72,29.72,5.54,1.27,37.58,1.24,7.0,46.1,Dense Urban,Rain,-120.19,Poor
3487.77,668.37,41.06,15.02,2.85,38.67,1.97,1.0,54.6,Rural,Rain,-46.74,Excellent
3522.54,,42.81,13.89,4.25,39.3,2.38,10.0,20.9,Dense Urban,Clear,-103.24,Poor
1787.48,3199.67,29.03,10.71,4.51,25.66,1.84,10.0,63.1,Dense Urban,Rain,-175.27,Poor
897.77,2718.24,44.62,17.1,4.2,14.01,1.58,2.0,42.1,Suburban,Clear,-76.87,Good
712.34,23.72,21.49,16.83,2.51,34.4,1.6,3.0,61.0,Urban,Fog,-49.59,Excellent
5822.32,16.44,43.29,15.09,0.71,42.0,1.54,6.0,51.7,Dense Urban,Clear,-60.25,Excellent
5809.51,69.65,44.92,4.44,1.74,19.38,1.77,2.0,61.3,Rural,Clear,-40.8,Excellent
915.19,437.86,19.99,16.31,1.67,17.29,1.27,5.0,59.0,Indoor,Rain,-145.47,Poor
680.4,420.42,43.35,6.89,4.95,48.28,1.51,5.0,89.9,Suburban,Clear,-61.53,Excellent
872.64,54.09,46.75,11.12,4.03,15.54,2.43,4.0,25.3,Urban,Clear,-49.55,Excellent
686.54,3689.71,30.36,17.6,1.61,31.95,1.79,3.0,89.4,Urban,Clear,-120.73,Poor
4977.7,67.53,45.65,5.7,2.06,39.65,1.26,1.0,79.4,Suburban,Clear,-49.41,Excellent
5028.57,1480.85,20.24,5.2,1.36,13.8,1.22,0.0,48.0,Rural,Clear,-87.11,Fair
832.1,1759.91,24.4,15.63,2.02,32.42,2.47,6.0,70.4,Dense Urban,Rain,-150.51,Poor
3478.2,18.44,40.83,2.21,0.4,37.21,2.22,3.0,98.0,Suburban,Fog,-41.73,Excellent
857.56,42.43,46.1,4.79,4.18,11.75,1.54,6.0,26.9,Urban,Clear,-57.98,Excellent
1789.13,38.09,18.04,7.24,2.66,26.79,1.63,1.0,59.5,Rural,Rain,-44.13,Excellent
2378.0,3034.67,43.13,13.81,3.03,28.97,2.18,8.0,32.4,Dense Urban,Clear,-154.11,Poor
3506.07,88.64,19.61,9.69,0.98,32.24,2.03,8.0,62.4,Dense Urban,Clear,-120.2,Poor
5015.54,1809.72,42.96,8.29,2.26,11.59,2.06,4.0,74.6,Suburban,Fog,-102.99,Poor
717.59,195.05,47.27,16.7,2.31,45.74,1.69,3.0,35.2,Suburban,Rain,-36.27,Excellent
829.33,171.4,31.23,14.09,0.48,44.42,2.29,2.0,43.9,Rural,Clear,-30.63,Excellent
903.41,2743.51,21.63,12.13,0.15,44.13,2.12,2.0,54.3,Suburban,Fog,-105.94,Poor
1818.82,154.87,22.41,7.44,3.09,30.79,2.14,2.0,73.7,Suburban,Storm,-80.22,Good
5779.67,1024.08,38.05,15.74,2.86,41.52,1.46,4.0,76.8,Suburban,Clear,-87.65,Fair
3482.46,139.76,43.76,6.05,3.23,42.05,1.59,0.0,65.6,Rural,Rain,-34.34,Excellent
1770.14,18.83,36.44,17.13,4.48,48.53,1.67,0.0,61.5,Rural,Rain,-2.69,Excellent
5801.48,13.91,30.18,6.17,4.99,42.65,1.6,4.0,56.0,Urban,Clear,-59.44,Excellent
2081.68,36.48,36.8,15.12,4.2,14.78,1.46,1.0,74.2,Suburban,Clear,-35.06,Excellent
2413.45,889.98,48.09,16.63,0.12,15.71,2.08,8.0,66.4,Dense Urban,Clear,-126.41,Poor
2127.73,101.97,44.22,5.62,1.53,30.34,2.04,5.0,70.8,Suburban,Clear,-55.49,Excellent
832.53,168.12,19.5,5.67,3.89,38.38,1.91,1.0,60.0,Rural,Clear,-46.45,Excellent
5808.95,18.83,22.39,3.26,4.51,43.41,2.0,4.0,30.3,Suburban,Clear,-61.93,Excellent
682.71,480.35,31.44,7.46,4.56,10.47,2.46,8.0,32.6,Urban,Clear,-113.43,Poor
821.08,1473.95,25.01,10.0,3.36,27.34,1.29,6.0,65.5,Indoor,Storm,-168.16,Poor
915.51,485.29,43.47,3.38,4.23,26.94,2.08,8.0,46.2,Dense Urban,Rain,-120.94,Poor
,4544.06,46.99,4.34,0.8,37.78,2.25,4.0,65.1,Urban,Clear,-127.26,Poor
876.81,11.07,38.95,,1.96,32.17,1.77,3.0,46.7,Suburban,Clear,-19.14,Excellent
702.06,11.02,45.74,4.88,0.42,42.11,1.6,5.0,40.0,Indoor,Clear,-48.76,Excellent
2579.45,223.61,30.13,14.38,1.45,38.0,1.91,2.0,69.7,Suburban,Clear,-67.82,Excellent
5796.99,52.36,43.73,7.16,3.88,29.22,2.19,3.0,29.1,Suburban,Clear,-52.42,Excellent
832.17,712.64,42.36,2.74,0.93,19.51,2.33,8.0,67.0,Urban,Clear,-112.86,Poor
922.68,1383.09,25.55,4.47,3.71,35.77,2.06,11.0,48.0,Dense Urban,Rain,-164.16,Poor
2411.45,18.9,42.34,6.92,3.84,19.08,2.04,7.0,40.3,Indoor,Clear,-75.94,Good
5790.47,2991.36,37.09,4.33,4.4,35.9,2.36,1.0,47.3,Suburban,Clear,-105.75,Poor
2601.67,12.04,39.87,5.45,4.84,16.05,1.89,2.0,58.1,Suburban,Fog,-29.52,Excellent
3510.17,721.08,20.21,5.31,3.74,18.48,1.67,12.0,90.5,Dense Urban,Rain,-177.76,Poor
2416.97,109.08,23.32,8.7,3.38,27.19,1.44,4.0,65.0,Indoor,Clear,-125.07,Poor
2074.81,632.99,45.01,10.39,3.92,30.75,1.37,9.0,77.3,Urban,Clear,-112.32,Poor
821.35,18.34,37.0,11.96,0.95,48.15,1.68,0.0,69.6,Rural,Clear,-2.76,Excellent
4976.87,3381.83,18.19,16.55,3.69,34.3,1.24,7.0,59.3,Urban,Fog,-159.71,Poor
4993.7,3388.73,36.44,13.01,4.55,26.99,2.03,3.0,47.1,Suburban,Clear,-103.49,Poor
698.0,252.26,37.04,5.18,2.27,43.12,2.34,6.0,47.0,Urban,Rain,-93.53,Fair
3478.19,237.33,43.36,9.19,0.11,15.57,2.03,1.0,51.4,Rural,Clear,-43.54,Excellent
694.67,516.81,47.34,13.67,1.68,10.59,2.48,5.0,76.2,Urban,Clear,-84.17,Good
3496.5,367.78,33.51,10.88,0.48,20.22,2.4,6.0,98.0,Indoor,Clear,-146.15,Poor
4976.55,293.1,19.81,4.71,3.13,31.31,1.97,9.0,48.6,Urban,Clear,-133.53,Poor
875.0,389.23,29.74,14.6,4.17,35.46,1.37,2.0,59.6,Suburban,Clear,-63.57,Excellent
2105.95,2076.91,22.9,5.15,0.46,42.06,1.45,3.0,56.9,Suburban,Clear,-114.1,Poor
843.31,445.91,20.05,7.51,2.14,34.13,1.66,9.0,47.1,Urban,Fog,-123.3,Poor
2400.41,33.77,44.75,13.74,3.36,14.65,1.42,5.0,15.8,Dense Urban,Rain,-68.84,Excellent
5788.85,2928.34,20.68,17.51,4.54,41.66,1.74,7.0,83.6,Indoor,Storm,-200.83,Poor
721.26,38.27,23.33,16.25,1.1,10.5,2.49,8.0,66.1,Urban,Clear,-74.06,Good
1804.5,27.91,28.51,17.52,2.64,38.21,2.5,3.0,67.1,Indoor,Clear,-74.99,Good
5799.69,4909.41,30.6,8.35,0.09,30.85,2.18,3.0,45.0,Indoor,Clear,-199.98,Poor
1824.65,37.67,35.59,8.97,1.95,29.81,2.0,12.0,68.4,Dense Urban,Rain,-94.51,Fair
870.28,18.63,24.04,4.61,1.73,39.81,2.31,6.0,32.4,Indoor,Rain,-87.33,Fair
2118.77,328.73,42.92,9.56,0.89,11.77,2.45,4.0,61.5,Urban,Clear,-92.76,Fair
2383.54,1708.33,20.02,14.49,0.72,26.43,2.3,0.0,34.9,Rural,Clear,-70.31,Good
2579.19,14.59,45.63,3.1,1.85,47.66,2.05,6.0,35.7,Urban,Clear,-47.45,Excellent
1811.41,210.27,45.39,7.1,0.31,10.55,1.83,7.0,54.2,Urban,Clear,-97.08,Fair
5798.12,15.31,36.65,16.81,4.53,45.09,1.69,2.0,48.9,Rural,Storm,-22.29,Excellent
2411.02,143.56,21.77,4.92,4.77,35.94,1.77,,87.5,Suburban,Fog,-73.75,Good
915.64,84.79,40.7,6.75,4.32,46.32,1.41,3.0,21.1,Suburban,Rain,-44.06,Excellent
5787.72,23.45,42.03,16.96,0.02,11.84,1.54,3.0,65.8,Urban,Clear,-54.29,Excellent
5787.08,3256.85,38.58,7.52,1.72,42.29,2.19,5.0,76.5,Urban,Clear,-144.32,Poor
2099.45,517.06,24.23,,2.18,31.26,2.03,1.0,41.7,Rural,Rain,-56.32,Excellent
686.41,1885.31,32.02,6.59,1.65,19.94,1.61,3.0,49.5,Indoor,Clear,-160.36,Poor
2410.04,2786.87,29.91,6.11,4.0,28.84,1.87,1.0,69.5,Suburban,Rain,-107.8,Poor
2414.8,3239.98,35.02,4.99,3.38,46.92,1.68,1.0,36.7,Suburban,Rain,-105.02,Poor
848.32,1045.05,21.34,3.0,0.98,27.58,1.51,9.0,55.5,Urban,Clear,-142.27,Poor
2613.43,67.37,29.55,8.65,0.43,15.47,1.34,7.0,52.5,Indoor,Clear,-121.99,Poor
5000.63,1726.89,47.14,13.41,3.0,12.62,1.89,2.0,62.7,Suburban,Clear,-88.36,Fair
862.77,253.49,29.62,10.09,4.22,10.57,2.02,3.0,58.3,Suburban,Fog,-72.91,Good
3483.5,54.1,36.5,8.52,3.17,18.45,1.2,8.0,53.1,Urban,Clear,-86.29,Fair
864.33,109.95,46.6,5.27,1.23,31.97,1.25,4.0,54.3,Suburban,Clear,-45.45,Excellent
3512.91,65.01,46.04,12.94,2.79,24.01,1.44,1.0,46.3,Rural,Storm,-28.09,Excellent
2086.0,181.25,36.34,6.05,2.65,45.0,2.18,5.0,71.0,Urban,Clear,-90.32,Fair
703.36,1284.7,21.5,2.51,3.93,41.44,2.15,4.0,59.1,Indoor,Clear,-165.85,Poor
5821.32,203.54,21.42,17.43,2.13,28.59,1.74,9.0,57.7,Urban,Fog,-119.1,Poor
834.97,52.84,47.57,17.08,3.61,19.21,2.5,4.0,85.8,Suburban,Clear,-25.27,Excellent
2414.16,17.21,35.41,5.43,1.3,26.59,1.86,0.0,71.5,Rural,Clear,-21.25,Excellent
877.24,2040.14,36.4,5.82,0.12,35.52,2.05,8.0,44.7,Urban,Rain,-134.17,Poor
5821.97,133.8,47.0,11.28,3.85,10.93,1.9,7.0,98.0,Urban,Clear,-85.56,Fair
3494.09,155.86,28.29,8.84,4.93,45.57,2.41,3.0,47.4,Suburban,Clear,-72.48,Good
5006.43,1151.49,20.55,16.2,4.93,36.19,1.37,7.0,98.0,Dense Urban,Clear,-159.29,Poor
2129.51,1965.11,42.51,8.83,3.76,48.5,1.27,1.0,10.0,Suburban,Storm,-85.65,Fair
2104.11,239.64,44.17,4.17,3.34,36.57,1.92,13.0,45.2,Dense Urban,Clear,-122.58,Poor
2576.9,509.03,25.67,10.75,1.87,24.51,2.05,5.0,53.0,Dense Urban,Storm,-140.57,Poor
3472.73,44.21,45.49,3.81,4.62,27.52,2.29,1.0,51.6,Rural,Clear,-22.53,Excellent
5017.42,3339.8,37.79,9.16,2.4,10.28,1.84,2.0,49.4,Indoor,Clear,-180.93,Poor
695.42,341.04,35.32,11.24,3.64,12.29,1.42,1.0,65.4,Suburban,Clear,-61.1,Excellent
2584.81,875.37,48.33,17.13,2.83,14.12,1.67,9.0,44.7,Urban,Clear,-110.25,Poor
840.86,20.34,25.92,6.69,4.48,25.74,2.22,1.0,56.8,Suburban,Clear,-32.4,Excellent
915.44,523.64,40.75,12.39,3.45,21.48,1.57,6.0,61.4,Urban,Rain,-93.27,Fair
4997.91,99.03,19.75,2.0,1.53,26.03,2.32,7.0,98.0,Urban,Fog,-117.74,Poor
922.11,163.95,44.99,15.94,4.58,26.24,1.36,5.0,87.1,Indoor,Rain,-97.29,Fair
3514.1,693.64,19.3,7.07,0.88,24.04,1.75,6.0,67.6,Indoor,Rain,-175.12,Poor
2128.44,1410.15,20.61,5.85,1.06,30.55,2.13,3.0,84.8,Suburban,Clear,-111.78,Poor
923.31,87.69,27.48,3.64,1.8,47.42,1.66,2.0,11.5,Suburban,Clear,-56.87,Excellent
1785.27,2274.26,28.82,14.56,1.84,30.91,2.06,5.0,25.6,Indoor,Clear,-173.22,Poor
2409.54,39.0,43.46,2.91,4.12,42.81,2.48,9.0,51.0,Urban,Clear,-71.39,Good
3471.23,330.56,45.12,11.89,2.19,41.18,1.26,7.0,33.8,Dense Urban,Clear,-114.17,Poor
2629.47,25.6,45.46,7.05,4.37,26.7,1.24,9.0,66.3,Urban,Clear,-63.69,Excellent
5785.66,60.35,34.73,13.38,1.66,19.59,1.98,5.0,73.0,Indoor,Clear,-104.45,Poor
5009.89,2610.29,20.98,17.45,1.93,11.27,,5.0,51.0,Urban,Clear,-151.57,Poor
3520.95,10.74,40.99,6.4,3.81,12.23,1.84,4.0,39.7,Urban,Rain,-49.42,Excellent
2579.63,,32.31,11.92,1.24,18.76,1.8,0.0,82.8,Rural,Clear,-69.64,Excellent
920.87,76.97,35.98,7.93,0.62,45.09,1.49,1.0,17.9,Suburban,Clear,-44.16,Excellent
2070.73,754.97,38.2,10.15,0.69,14.22,1.67,3.0,49.3,Indoor,Fog,-148.35,Poor
846.52,17.68,47.05,3.33,1.16,43.02,1.21,8.0,35.0,Urban,Rain,-48.91,Excellent
1798.32,537.99,28.52,5.27,3.0,28.29,1.88,8.0,54.1,Urban,Rain,-124.67,Poor
5792.45,2848.45,45.14,14.71,0.2,35.82,2.26,,48.1,Dense Urban,Rain,-174.55,Poor
2105.18,315.12,36.31,7.52,3.32,15.75,2.22,3.0,51.1,Indoor,Clear,-129.68,Poor
874.89,94.92,42.42,2.02,3.83,41.76,1.77,8.0,60.7,Urban,Clear,-79.6,Good
2589.62,1386.25,44.05,7.13,3.74,13.59,1.77,7.0,93.8,Dense Urban,Storm,-154.05,Poor
5804.76,838.73,43.8,12.71,3.16,30.92,2.08,3.0,76.8,Suburban,Clear,-79.13,Good
5022.65,20.78,28.97,17.55,2.2,14.12,2.42,2.0,49.1,Suburban,Clear,-44.58,Excellent
